trip_id,driver_id,customer_id,pickup_datetime,dropoff_datetime,pickup_location_id,dropoff_location_id,city,distance_km,duration_minutes,vehicle_type,fare_amount,tip_amount,surge_multiplier,payment_type,status,hour_of_day,day_of_week,month_name,month_num,year,is_weekend,time_of_day
T002322,D0260,C02840,2023-06-10 14:52:22,2023-06-10 14:58:46,L019,L017,Chicago,3.05,6.4,Economy,6.16,0.5,1.0,Card,Completed,14,Saturday,June,6,2023,Yes,Afternoon
T002323,D0069,C00905,2023-03-15 18:07:19,2023-03-15 18:51:49,L002,L005,New York,14.58,44.5,Premium,49.74,0,1.2,Cash,Completed,18,Wednesday,March,3,2023,No,Evening
T002324,D0223,C02307,2024-05-05 08:21:57,2024-05-05 09:16:15,L008,L010,Los Angeles,0,0,SUV,0,0,0,Card,Cancelled,8,Sunday,May,5,2024,Yes,Morning
T002325,D0437,C02493,2023-06-17 11:44:53,2023-06-17 12:07:47,L016,L019,Chicago,12.79,22.9,SUV,29.58,0,1.0,Card,Completed,11,Saturday,June,6,2023,Yes,Morning
T002326,D0241,C01775,2023-05-04 18:30:35,2023-05-04 19:28:47,L008,L012,Los Angeles,18.73,58.2,XL,37.21,0,1.0,Cash,Completed,18,Thursday,May,5,2023,No,Evening
T002327,D0459,C00632,2023-01-01 17:39:36,2023-01-01 18:42:42,L005,L003,New York,20.39,63.1,XL,60.3,0,1.5,Cash,Completed,17,Sunday,January,1,2023,Yes,Evening
T002328,D0469,C02846,2024-01-02 14:06:10,2024-01-02 14:21:40,L011,L010,Los Angeles,6.81,15.5,Economy,10.67,0,1.0,Card,Completed,14,Tuesday,January,1,2024,No,Afternoon
T002329,D0232,C01539,2024-04-23 17:43:59,2024-04-23 18:11:53,L007,L003,New York,9.44,27.9,Economy,20.74,2.68,1.5,Card,Completed,17,Tuesday,April,4,2024,No,Evening
T002330,D0044,C01722,2023-08-10 19:15:53,2023-08-10 20:17:23,L014,L016,Chicago,19.41,61.5,XL,38.44,7.36,1.0,Card,Completed,19,Thursday,August,8,2023,No,Evening
T002331,D0409,C00513,2023-03-19 15:25:27,2023-03-19 15:56:45,L021,L022,Houston,17.09,31.3,XL,34.26,0,1.0,Card,Completed,15,Sunday,March,3,2023,Yes,Afternoon
T002332,D0471,C01513,2024-07-28 07:20:12,2024-07-28 07:46:42,L008,L012,Los Angeles,9.12,26.5,Economy,20.17,1.38,1.5,Card,Completed,7,Sunday,July,7,2024,Yes,Morning
T002333,D0438,C02112,2023-12-07 07:42:11,2023-12-07 07:50:53,L013,L010,Los Angeles,0,0,Bike,0,0,0,Card,Cancelled,7,Thursday,December,12,2023,No,Morning
T002334,D0434,C01847,2024-07-27 15:58:07,2024-07-27 16:34:43,L016,L014,Chicago,16.89,36.6,XL,33.9,7.4,1.0,Card,Completed,15,Saturday,July,7,2024,Yes,Afternoon
T002335,D0111,C00398,2023-11-08 09:48:39,2023-11-08 10:18:15,L026,L029,Phoenix,9.3,29.6,Economy,24.59,0,1.8,Corporate,Completed,9,Wednesday,November,11,2023,No,Morning
T002336,D0406,C01447,2023-12-26 18:52:15,2023-12-26 19:35:39,L025,L023,Houston,0,0,XL,0,0,0,Card,Cancelled,18,Tuesday,December,12,2023,No,Evening
T002337,D0255,C00183,2024-12-28 12:41:08,2024-12-28 13:10:14,L023,L025,Houston,14.73,29.1,SUV,33.46,4.53,1.0,Corporate,Completed,12,Saturday,December,12,2024,Yes,Afternoon
T002338,D0283,C01526,2023-09-26 20:47:41,2023-09-26 21:07:05,L028,L026,Phoenix,8.75,19.4,Economy,13.0,2.9,1.0,Corporate,Completed,20,Tuesday,September,9,2023,No,Evening
T002339,D0470,C01115,2023-01-11 18:53:53,2023-01-11 19:19:47,L011,L008,Los Angeles,7.76,25.9,Economy,14.17,0,1.2,Card,Completed,18,Wednesday,January,1,2023,No,Evening
T002340,D0001,C00276,2024-03-04 17:09:42,2024-03-04 17:44:36,L005,L001,New York,11.6,34.9,Economy,16.42,0,1.0,Cash,Completed,17,Monday,March,3,2024,No,Evening
T002341,D0113,C02912,2024-06-09 16:41:31,2024-06-09 17:13:43,L026,L031,Phoenix,15.76,32.2,SUV,35.52,7.51,1.0,Card,Completed,16,Sunday,June,6,2024,Yes,Afternoon
T002342,D0362,C02474,2023-04-10 07:21:09,2023-04-10 08:02:39,L030,L026,Phoenix,0,0,Economy,0,0,0,Card,Cancelled,7,Monday,April,4,2023,No,Morning
T002343,D0322,C02920,2023-12-08 18:20:49,2023-12-08 18:43:43,L027,L031,Phoenix,7.99,22.9,Economy,12.09,0,1.0,Cash,Completed,18,Friday,December,12,2023,No,Evening
T002344,D0117,C00689,2024-02-01 07:50:26,2024-02-01 08:44:26,L027,L026,Phoenix,18.04,54.0,SUV,48.1,0,1.2,Wallet,Completed,7,Thursday,February,2,2024,No,Morning
T002345,D0076,C02517,2024-08-19 19:57:16,2024-08-19 20:21:04,L011,L009,Los Angeles,7.44,23.8,Economy,11.43,2.27,1.0,Card,Completed,19,Monday,August,8,2024,No,Evening
T002346,D0224,C02527,2023-07-11 22:27:20,2023-07-11 22:55:32,L017,L016,Chicago,14.42,28.2,SUV,32.84,3.75,1.0,Wallet,Completed,22,Tuesday,July,7,2023,No,Night
T002347,D0232,C00879,2024-04-08 07:10:45,2024-04-08 07:20:21,L005,L001,New York,2.98,9.6,Economy,6.08,0,1.0,Cash,Completed,7,Monday,April,4,2024,No,Morning
T002348,D0219,C00498,2023-07-01 19:01:25,2023-07-01 19:41:43,L012,L011,Los Angeles,12.93,40.3,Premium,37.33,4.97,1.0,Card,Completed,19,Saturday,July,7,2023,Yes,Evening
T002349,D0276,C01236,2024-05-16 18:27:38,2024-05-16 18:59:38,L015,L019,Chicago,11.21,32.0,Premium,33.03,7.52,1.0,Card,Completed,18,Thursday,May,5,2024,No,Evening
T002350,D0481,C00725,2023-03-24 18:57:31,2023-03-24 19:49:13,L028,L026,Phoenix,16.72,51.7,XL,40.32,8.64,1.2,Card,Completed,18,Friday,March,3,2023,No,Evening
T002351,D0068,C01395,2023-02-21 08:48:43,2023-02-21 09:06:37,L011,L013,Los Angeles,6.53,17.9,Economy,12.4,0,1.2,Cash,Completed,8,Tuesday,February,2,2023,No,Morning
T002352,D0307,C02826,2024-08-01 09:31:35,2024-08-01 10:07:47,L031,L027,Phoenix,12.61,36.2,Premium,65.75,0,1.8,Card,Completed,9,Thursday,August,8,2024,No,Morning
T002353,D0466,C01020,2023-07-24 20:05:46,2023-07-24 20:47:46,L030,L029,Phoenix,20.84,42.0,XL,41.01,7.06,1.0,Card,Completed,20,Monday,July,7,2023,No,Evening
T002354,D0480,C01567,2023-10-12 13:10:36,2023-10-12 13:43:18,L024,L021,Houston,16.91,32.7,Premium,47.27,8.34,1.0,Wallet,Completed,13,Thursday,October,10,2023,No,Afternoon
T002355,D0277,C01805,2024-10-26 18:29:34,2024-10-26 19:17:46,L012,L010,Los Angeles,14.78,48.2,SUV,33.56,0,1.0,Cash,Completed,18,Saturday,October,10,2024,Yes,Evening
T002356,D0411,C01922,2024-12-01 07:49:47,2024-12-01 08:12:11,L010,L008,Los Angeles,8.27,22.4,Economy,24.85,0,2.0,Card,Completed,7,Sunday,December,12,2024,Yes,Morning
T002357,D0129,C01374,2024-07-26 18:11:07,2024-07-26 18:52:01,L026,L028,Phoenix,13.49,40.9,XL,50.01,11.71,1.8,Card,Completed,18,Friday,July,7,2024,No,Evening
T002358,D0399,C00045,2023-12-06 12:18:50,2023-12-06 12:54:38,L007,L005,New York,18.8,35.8,SUV,41.6,9.84,1.0,Card,Completed,12,Wednesday,December,12,2023,No,Afternoon
T002359,D0393,C02632,2024-04-28 14:35:13,2024-04-28 14:54:01,L022,L024,Houston,9.45,18.8,Premium,28.62,5.58,1.0,Wallet,Completed,14,Sunday,April,4,2024,Yes,Afternoon
T002360,D0362,C00350,2023-03-18 10:38:43,2023-03-18 11:08:31,L026,L031,Phoenix,13.73,29.8,Economy,18.98,0,1.0,Cash,Completed,10,Saturday,March,3,2023,Yes,Morning
T002361,D0231,C02413,2024-07-04 21:11:47,2024-07-04 21:41:41,L001,L006,New York,16.32,29.9,SUV,36.64,0,1.0,Cash,Completed,21,Thursday,July,7,2024,No,Night
T002362,D0126,C02021,2024-06-04 15:25:17,2024-06-04 15:42:29,L009,L008,Los Angeles,7.39,17.2,Premium,23.47,4.02,1.0,Card,Completed,15,Tuesday,June,6,2024,No,Afternoon
T002363,D0141,C00768,2023-10-27 21:21:48,2023-10-27 21:42:24,L001,L002,New York,10.01,20.6,Economy,14.51,0,1.0,Card,Completed,21,Friday,October,10,2023,No,Night
T002364,D0482,C00690,2023-01-31 18:26:28,2023-01-31 18:48:16,L018,L016,Chicago,7.06,21.8,Economy,16.46,0,1.5,Card,Completed,18,Tuesday,January,1,2023,No,Evening
T002365,D0262,C00218,2023-07-13 18:40:31,2023-07-13 19:02:37,L025,L024,Houston,8.06,22.1,Economy,18.26,3.79,1.5,Corporate,Completed,18,Thursday,July,7,2023,No,Evening
T002366,D0483,C02420,2024-01-07 06:49:01,2024-01-07 07:04:13,L012,L011,Los Angeles,6.5,15.2,Economy,10.3,0.66,1.0,Card,Completed,6,Sunday,January,1,2024,Yes,Morning
T002367,D0286,C01544,2023-04-29 07:40:17,2023-04-29 08:09:17,L020,L023,Houston,9.84,29.0,Economy,14.31,3.56,1.0,Card,Completed,7,Saturday,April,4,2023,Yes,Morning
T002368,D0469,C02098,2024-05-01 08:56:38,2024-05-01 09:18:32,L008,L010,Los Angeles,6.14,21.9,Economy,11.84,1.45,1.2,Wallet,Completed,8,Wednesday,May,5,2024,No,Morning
T002369,D0012,C02130,2024-08-17 11:59:35,2024-08-17 12:17:35,L004,L001,New York,8.9,18.0,Economy,13.18,1.4,1.0,Wallet,Completed,11,Saturday,August,8,2024,Yes,Morning
T002370,D0290,C02935,2023-07-15 08:15:47,2023-07-15 08:40:59,L013,L011,Los Angeles,0,0,Economy,0,0,0,Card,Cancelled,8,Saturday,July,7,2023,Yes,Morning
T002371,D0485,C02100,2024-03-20 21:55:31,2024-03-20 22:20:07,L006,L007,New York,12.82,24.6,Premium,37.05,8.39,1.0,Card,Completed,21,Wednesday,March,3,2024,No,Night
T002372,D0458,C00578,2024-05-13 17:06:57,2024-05-13 17:35:15,L014,L018,Chicago,9.37,28.3,Economy,13.74,1.05,1.0,Wallet,Completed,17,Monday,May,5,2024,No,Evening
T002373,D0006,C02999,2024-12-25 15:36:29,2024-12-25 16:04:41,L016,L019,Chicago,13.92,28.2,SUV,31.84,5.81,1.0,Card,Completed,15,Wednesday,December,12,2024,No,Afternoon
T002374,D0453,C00329,2024-04-28 21:44:55,2024-04-28 22:01:25,L022,L024,Houston,9.37,16.5,Premium,28.42,2.4,1.0,Card,Completed,21,Sunday,April,4,2024,Yes,Night
T002375,D0252,C01297,2024-12-20 18:57:10,2024-12-20 19:12:10,L006,L004,New York,6.06,15.0,Economy,11.73,1.09,1.2,Wallet,Completed,18,Friday,December,12,2024,No,Evening
T002376,D0078,C02770,2024-11-17 22:07:18,2024-11-17 22:29:06,L025,L024,Houston,9.72,21.8,Economy,14.16,0,1.0,Cash,Completed,22,Sunday,November,11,2024,Yes,Night
T002377,D0297,C01556,2024-07-14 18:00:40,2024-07-14 18:26:10,L005,L004,New York,9.47,25.5,Premium,34.41,0,1.2,Card,Completed,18,Sunday,July,7,2024,Yes,Evening
T002378,D0494,C01134,2023-08-26 11:28:17,2023-08-26 11:32:29,L009,L013,Los Angeles,2.18,4.2,Economy,5.12,0,1.0,Corporate,Completed,11,Saturday,August,8,2023,Yes,Morning
T002379,D0377,C02051,2024-05-09 18:26:18,2024-05-09 19:25:18,L031,L030,Phoenix,19.81,59.0,Premium,65.43,7.3,1.2,Corporate,Completed,18,Thursday,May,5,2024,No,Evening
T002380,D0315,C02645,2024-07-23 19:19:08,2024-07-23 19:54:02,L021,L020,Houston,12.11,34.9,SUV,42.33,0,1.5,Cash,Completed,19,Tuesday,July,7,2024,No,Evening
T002381,D0488,C02382,2023-04-20 08:35:44,2023-04-20 09:03:56,L010,L011,Los Angeles,9.93,28.2,Economy,17.3,0,1.2,Cash,Completed,8,Thursday,April,4,2023,No,Morning
T002382,D0312,C01508,2024-09-02 20:20:48,2024-09-02 20:41:54,L021,L023,Houston,0,0,SUV,0,0,0,Card,Cancelled,20,Monday,September,9,2024,No,Evening
T002383,D0156,C00841,2023-01-15 21:07:57,2023-01-15 21:25:39,L021,L024,Houston,0,0,Economy,0,0,0,Card,Cancelled,21,Sunday,January,1,2023,Yes,Night
T002384,D0174,C00978,2024-06-21 19:46:40,2024-06-21 20:08:46,L020,L023,Houston,8.25,22.1,Economy,18.6,3.34,1.5,Card,Completed,19,Friday,June,6,2024,No,Evening
T002385,D0090,C02702,2023-11-26 13:09:00,2023-11-26 13:39:12,L027,L031,Phoenix,15.82,30.2,SUV,35.64,0,1.0,Card,Completed,13,Sunday,November,11,2023,Yes,Afternoon
T002386,D0292,C00288,2023-02-17 06:16:54,2023-02-17 06:45:54,L004,L003,New York,12.92,29.0,SUV,29.84,0,1.0,Cash,Completed,6,Friday,February,2,2023,No,Morning
T002387,D0381,C01884,2024-05-23 17:38:28,2024-05-23 17:54:10,L007,L005,New York,5.62,15.7,Economy,11.09,2.29,1.2,Card,Completed,17,Thursday,May,5,2024,No,Evening
T002388,D0196,C02071,2023-06-01 18:33:21,2023-06-01 18:49:03,L012,L013,Los Angeles,5.0,15.7,Economy,10.2,0,1.2,Cash,Completed,18,Thursday,June,6,2023,No,Evening
T002389,D0090,C01416,2024-02-03 07:28:52,2024-02-03 08:22:16,L027,L028,Phoenix,16.49,53.4,SUV,44.38,5.58,1.2,Card,Completed,7,Saturday,February,2,2024,Yes,Morning
T002390,D0018,C02012,2024-09-19 19:38:26,2024-09-19 20:06:20,L014,L019,Chicago,10.13,27.9,Economy,14.66,2.88,1.0,Card,Completed,19,Thursday,September,9,2024,No,Evening
T002391,D0391,C00103,2023-10-20 21:16:08,2023-10-20 21:46:02,L028,L027,Phoenix,15.59,29.9,Premium,43.98,0,1.0,Card,Completed,21,Friday,October,10,2023,No,Night
T002392,D0462,C02969,2023-09-30 06:25:11,2023-09-30 06:27:47,L026,L030,Phoenix,0.5,2.6,Economy,3.1,0.42,1.0,Card,Completed,6,Saturday,September,9,2023,Yes,Morning
T002393,D0264,C01872,2024-07-29 23:51:29,2024-07-30 00:13:23,L020,L025,Houston,12.88,21.9,Premium,37.2,3.56,1.0,Corporate,Completed,23,Monday,July,7,2024,No,Night
T002394,D0372,C00186,2023-10-06 17:28:38,2023-10-06 18:05:50,L002,L001,New York,11.71,37.2,Premium,61.7,0,1.8,Cash,Completed,17,Friday,October,10,2023,No,Evening
T002395,D0148,C02836,2024-01-13 10:42:30,2024-01-13 10:54:30,L015,L016,Chicago,4.77,12.0,Premium,16.92,0,1.0,Card,Completed,10,Saturday,January,1,2024,Yes,Morning
T002396,D0353,C02839,2024-01-02 15:24:18,2024-01-02 15:46:00,L017,L014,Chicago,9.84,21.7,Premium,29.6,5.12,1.0,Card,Completed,15,Tuesday,January,1,2024,No,Afternoon
T002397,D0133,C02377,2023-08-22 01:15:49,2023-08-22 01:45:01,L010,L012,Los Angeles,15.53,29.2,Economy,21.14,4.64,1.0,Card,Completed,1,Tuesday,August,8,2023,No,Night
T002398,D0289,C02706,2024-06-27 15:02:21,2024-06-27 15:11:45,L013,L010,Los Angeles,4.64,9.4,Bike,3.78,0.83,1.0,Wallet,Completed,15,Thursday,June,6,2024,No,Afternoon
T002399,D0003,C00111,2024-03-25 17:37:07,2024-03-25 18:08:07,L031,L028,Phoenix,10.71,31.0,Economy,27.63,5.71,1.8,Corporate,Completed,17,Monday,March,3,2024,No,Evening
T002400,D0187,C00266,2024-11-07 10:01:03,2024-11-07 10:16:27,L005,L004,New York,6.13,15.4,Economy,9.86,0,1.0,Cash,Completed,10,Thursday,November,11,2024,No,Morning
T002401,D0180,C00925,2024-10-11 10:50:04,2024-10-11 11:03:34,L017,L018,Chicago,3.98,13.5,Economy,7.28,0.93,1.0,Wallet,Completed,10,Friday,October,10,2024,No,Morning
T002402,D0461,C02606,2023-12-12 14:09:48,2023-12-12 14:41:24,L028,L027,Phoenix,14.47,31.6,Premium,41.18,8.08,1.0,Card,Completed,14,Tuesday,December,12,2023,No,Afternoon
T002403,D0051,C00043,2023-04-25 15:08:22,2023-04-25 15:39:22,L012,L011,Los Angeles,15.24,31.0,XL,30.93,6.76,1.0,Card,Completed,15,Tuesday,April,4,2023,No,Afternoon
T002404,D0371,C02307,2023-07-08 20:44:17,2023-07-08 21:19:47,L025,L024,Houston,17.55,35.5,SUV,39.1,0,1.0,Card,Completed,20,Saturday,July,7,2023,Yes,Evening
T002405,D0048,C01782,2024-02-05 20:04:56,2024-02-05 20:33:32,L001,L005,New York,0,0,Economy,0,0,0,Card,Cancelled,20,Monday,February,2,2024,No,Evening
T002406,D0463,C02802,2023-03-04 22:23:12,2023-03-04 22:32:48,L031,L027,Phoenix,5.25,9.6,Premium,18.12,0,1.0,Wallet,Completed,22,Saturday,March,3,2023,Yes,Night
T002407,D0211,C01050,2023-09-05 12:27:39,2023-09-05 12:50:39,L012,L010,Los Angeles,10.9,23.0,Premium,32.25,0,1.0,Card,Completed,12,Tuesday,September,9,2023,No,Afternoon
T002408,D0044,C00777,2024-04-28 19:36:43,2024-04-28 20:17:43,L018,L014,Chicago,0,0,XL,0,0,0,Card,Cancelled,19,Sunday,April,4,2024,Yes,Evening
T002409,D0273,C02392,2023-09-12 17:02:28,2023-09-12 17:48:22,L017,L015,Chicago,0,0,XL,0,0,0,Wallet,Cancelled,17,Tuesday,September,9,2023,No,Evening
T002410,D0081,C02666,2024-09-01 06:08:53,2024-09-01 06:25:47,L021,L020,Houston,0,0,Premium,0,0,0,Card,Cancelled,6,Sunday,September,9,2024,Yes,Morning
T002411,D0330,C02463,2023-06-28 19:09:56,2023-06-28 19:41:44,L024,L023,Houston,10.36,31.8,Economy,17.92,2.99,1.2,Wallet,Completed,19,Wednesday,June,6,2023,No,Evening
T002412,D0341,C02361,2024-12-30 09:49:27,2024-12-30 09:51:27,L008,L013,Los Angeles,0.61,2,Bike,1.37,0.08,1.0,Card,Completed,9,Monday,December,12,2024,No,Morning
T002413,D0496,C00438,2024-03-19 07:41:40,2024-03-19 08:00:40,L012,L013,Los Angeles,6.04,19.0,Economy,14.62,2.39,1.5,Card,Completed,7,Tuesday,March,3,2024,No,Morning
T002414,D0320,C01114,2023-07-31 22:38:13,2023-07-31 22:57:43,L005,L002,New York,10.64,19.5,Economy,15.27,3.79,1.0,Corporate,Completed,22,Monday,July,7,2023,No,Night
T002415,D0355,C00211,2024-06-17 22:16:01,2024-06-17 22:40:49,L021,L020,Houston,12.44,24.8,SUV,28.88,0,1.0,Card,Completed,22,Monday,June,6,2024,No,Night
T002416,D0220,C01608,2023-01-06 17:19:42,2023-01-06 17:44:24,L007,L006,New York,7.58,24.7,Economy,11.6,0,1.0,Card,Completed,17,Friday,January,1,2023,No,Evening
T002417,D0241,C00216,2023-11-20 12:23:22,2023-11-20 13:01:46,L012,L008,Los Angeles,20.03,38.4,XL,39.55,4.83,1.0,Card,Completed,12,Monday,November,11,2023,No,Afternoon
T002418,D0245,C02638,2023-10-17 18:27:58,2023-10-17 19:09:46,L026,L031,Phoenix,13.21,41.8,SUV,36.5,6.93,1.2,Wallet,Completed,18,Tuesday,October,10,2023,No,Evening
T002419,D0300,C01092,2023-06-25 14:56:01,2023-06-25 15:17:37,L015,L014,Chicago,11.33,21.6,SUV,26.66,0,1.0,Cash,Completed,14,Sunday,June,6,2023,Yes,Afternoon
T002420,D0259,C00075,2024-04-05 07:08:35,2024-04-05 07:14:59,L031,L027,Phoenix,1.72,6.4,Economy,4.56,1.02,1.0,Card,Completed,7,Friday,April,4,2024,No,Morning
T002421,D0076,C00413,2023-02-27 19:37:17,2023-02-27 20:11:05,L011,L009,Los Angeles,11.06,33.8,Economy,18.93,0,1.2,Cash,Completed,19,Monday,February,2,2023,No,Evening
T002422,D0065,C00898,2024-10-27 19:00:49,2024-10-27 19:13:31,L026,L028,Phoenix,5.48,12.7,Premium,18.7,1.54,1.0,Corporate,Completed,19,Sunday,October,10,2024,Yes,Evening
T002423,D0250,C00889,2024-09-13 08:56:28,2024-09-13 09:38:34,L018,L017,Chicago,13.37,42.1,Premium,46.11,6.03,1.2,Wallet,Completed,8,Friday,September,9,2024,No,Morning
T002424,D0414,C02177,2023-01-27 18:21:20,2023-01-27 19:17:20,L025,L021,Houston,18.76,56.0,XL,37.27,6.77,1.0,Card,Completed,18,Friday,January,1,2023,No,Evening
T002425,D0071,C01342,2023-12-31 19:55:20,2023-12-31 20:44:02,L028,L030,Phoenix,17.17,48.7,Premium,86.27,21.35,1.8,Card,Completed,19,Sunday,December,12,2023,Yes,Evening
T002426,D0065,C02294,2024-05-08 06:30:32,2024-05-08 06:41:02,L031,L026,Phoenix,4.5,10.5,Premium,16.25,0,1.0,Cash,Completed,6,Wednesday,May,5,2024,No,Morning
T002427,D0329,C02129,2024-11-07 19:22:45,2024-11-07 19:56:03,L018,L019,Chicago,12.21,33.3,SUV,56.84,5.92,2.0,Wallet,Completed,19,Thursday,November,11,2024,No,Evening
T002428,D0166,C00453,2023-12-19 07:00:34,2023-12-19 07:14:16,L016,L017,Chicago,5.07,13.7,Bike,4.04,0.52,1.0,Wallet,Completed,7,Tuesday,December,12,2023,No,Morning
T002429,D0428,C01363,2023-07-02 19:40:20,2023-07-02 20:00:32,L018,L019,Chicago,7.16,20.2,Economy,19.97,3.41,1.8,Card,Completed,19,Sunday,July,7,2023,Yes,Evening
T002430,D0105,C02715,2023-06-27 10:59:54,2023-06-27 11:23:18,L004,L005,New York,12.24,23.4,Premium,35.6,7.72,1.0,Wallet,Completed,10,Tuesday,June,6,2023,No,Morning
T002431,D0316,C01269,2024-04-21 17:33:11,2024-04-21 17:53:59,L018,L014,Chicago,7.19,20.8,Economy,11.13,1.46,1.0,Card,Completed,17,Sunday,April,4,2024,Yes,Evening
T002432,D0482,C00847,2023-06-05 07:23:39,2023-06-05 07:53:33,L014,L016,Chicago,9.74,29.9,Economy,21.28,4.53,1.5,Card,Completed,7,Monday,June,6,2023,No,Morning
T002433,D0298,C01186,2024-01-04 08:19:39,2024-01-04 08:58:21,L025,L020,Houston,12.56,38.7,XL,39.16,3.73,1.5,Card,Completed,8,Thursday,January,1,2024,No,Morning
T002434,D0414,C01558,2023-03-01 17:55:30,2023-03-01 18:45:42,L022,L021,Houston,16.52,50.2,XL,33.24,0,1.0,Card,Completed,17,Wednesday,March,3,2023,No,Evening
T002435,D0136,C02600,2024-07-01 18:44:24,2024-07-01 19:31:54,L005,L004,New York,16.54,47.5,XL,33.27,1.85,1.0,Card,Completed,18,Monday,July,7,2024,No,Evening
T002436,D0410,C02575,2023-11-23 07:31:28,2023-11-23 07:37:16,L011,L008,Los Angeles,1.43,5.8,Bike,2.23,0,1.2,Cash,Completed,7,Thursday,November,11,2023,No,Morning
T002437,D0129,C01185,2023-07-23 08:07:30,2023-07-23 09:03:54,L031,L027,Phoenix,18.71,56.4,XL,37.18,0,1.0,Card,Completed,8,Sunday,July,7,2023,Yes,Morning
T002438,D0056,C01512,2024-12-17 07:27:18,2024-12-17 07:54:42,L019,L017,Chicago,8.31,27.4,Economy,12.47,0.84,1.0,Corporate,Completed,7,Tuesday,December,12,2024,No,Morning
T002439,D0385,C00481,2023-08-25 10:13:29,2023-08-25 10:44:29,L017,L019,Chicago,15.49,31.0,Premium,43.73,2.36,1.0,Corporate,Completed,10,Friday,August,8,2023,No,Morning
T002440,D0168,C01784,2024-06-06 07:43:12,2024-06-06 08:32:00,L005,L003,New York,16.99,48.8,Economy,22.89,0,1.0,Card,Completed,7,Thursday,June,6,2024,No,Morning
T002441,D0432,C02536,2023-03-10 08:04:10,2023-03-10 08:19:04,L006,L001,New York,5.55,14.9,Economy,9.16,0,1.0,Card,Completed,8,Friday,March,3,2023,No,Morning
T002442,D0229,C00417,2023-08-31 17:06:29,2023-08-31 17:43:05,L017,L019,Chicago,10.9,36.6,Premium,48.38,7.67,1.5,Card,Completed,17,Thursday,August,8,2023,No,Evening
T002443,D0274,C00717,2024-04-06 12:46:47,2024-04-06 13:15:23,L005,L001,New York,13.34,28.6,Economy,18.51,0,1.0,Card,Completed,12,Saturday,April,4,2024,Yes,Afternoon
T002444,D0473,C02216,2023-08-30 16:54:43,2023-08-30 17:27:25,L023,L020,Houston,16.21,32.7,XL,32.68,7.01,1.0,Card,Completed,16,Wednesday,August,8,2023,No,Afternoon
T002445,D0451,C01578,2023-08-02 09:00:59,2023-08-02 09:29:05,L018,L014,Chicago,8.39,28.1,Economy,12.57,2.45,1.0,Card,Completed,9,Wednesday,August,8,2023,No,Morning
T002446,D0059,C02103,2024-01-08 09:03:02,2024-01-08 09:37:44,L027,L028,Phoenix,11.44,34.7,Economy,24.34,5.15,1.5,Card,Completed,9,Monday,January,1,2024,No,Morning
T002447,D0134,C01748,2024-04-21 20:03:08,2024-04-21 20:28:14,L022,L024,Houston,11.85,25.1,Premium,34.62,2.04,1.0,Wallet,Completed,20,Sunday,April,4,2024,Yes,Evening
T002448,D0251,C00864,2023-09-12 20:10:28,2023-09-12 20:32:34,L010,L009,Los Angeles,10.13,22.1,SUV,24.26,0,1.0,Wallet,Completed,20,Tuesday,September,9,2023,No,Evening
T002449,D0356,C00778,2024-08-20 10:23:42,2024-08-20 11:02:48,L026,L030,Phoenix,18.71,39.1,SUV,41.42,5.67,1.0,Card,Completed,10,Tuesday,August,8,2024,No,Morning
T002450,D0430,C00105,2024-04-18 16:45:22,2024-04-18 16:55:28,L002,L001,New York,4.75,10.1,Economy,8.2,0.56,1.0,Wallet,Completed,16,Thursday,April,4,2024,No,Afternoon
T002451,D0171,C00374,2024-09-06 06:39:02,2024-09-06 06:58:14,L021,L023,Houston,10.85,19.2,Economy,15.52,3.0,1.0,Card,Completed,6,Friday,September,9,2024,No,Morning
T002452,D0124,C01754,2023-02-01 05:08:06,2023-02-01 05:23:00,L018,L016,Chicago,7.81,14.9,Premium,24.52,0,1.0,Cash,Completed,5,Wednesday,February,2,2023,No,Night
T002453,D0256,C01895,2024-04-18 21:12:18,2024-04-18 21:39:48,L012,L013,Los Angeles,14.07,27.5,XL,28.83,0,1.0,Wallet,Completed,21,Thursday,April,4,2024,No,Night
T002454,D0142,C01336,2023-02-19 17:17:08,2023-02-19 17:57:08,L011,L010,Los Angeles,13.78,40.0,Premium,47.34,0,1.2,Cash,Completed,17,Sunday,February,2,2023,Yes,Evening
T002455,D0056,C00666,2024-02-04 20:51:52,2024-02-04 20:55:04,L015,L019,Chicago,1.75,3.2,Economy,4.6,0,1.0,Cash,Completed,20,Sunday,February,2,2024,Yes,Evening
T002456,D0299,C02009,2023-11-13 13:49:38,2023-11-13 14:02:02,L009,L008,Los Angeles,0,0,Economy,0,0,0,Cash,Cancelled,13,Monday,November,11,2023,No,Afternoon
T002457,D0175,C02638,2024-08-13 21:33:47,2024-08-13 21:39:23,L010,L009,Los Angeles,2.74,5.6,Economy,5.79,0,1.0,Cash,Completed,21,Tuesday,August,8,2024,No,Night
T002458,D0178,C01177,2024-07-26 15:52:58,2024-07-26 16:16:40,L003,L006,New York,12.66,23.7,Premium,36.65,0,1.0,Wallet,Completed,15,Friday,July,7,2024,No,Afternoon
T002459,D0395,C02918,2024-05-03 09:27:28,2024-05-03 10:17:58,L027,L026,Phoenix,17.99,50.5,Premium,59.97,0,1.2,Card,Completed,9,Friday,May,5,2024,No,Morning
